Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Scribonius Lucretius,37,70,Thrace,201,102,Secutor,6,3,Tactics,Dagger,Medium,Standard,0.6041540674744639,Low,2.9414441625416385,Adequate,Advanced,Moderate,9,Aggressive,Good,Freedom,Unemployed,Medium,Defensive,Medium,Humble,False
Fundanus Mescinius,24,168,Numidia,170,98,Murmillo,4,0,Novice,Gladius (Sword),High,Superior,0.6135766677449211,Low,5.226251536675951,Excellent,Intermediate,Strong,4,Fearful,Excellent,Freedom,Criminal,Medium,Balanced,High,Charismatic,True
Sextus Maecilius,28,41,Rome,179,80,Murmillo,6,2,Endurance,Gladius (Sword),High,Superior,0.6318742320283512,High,0.9894330318756824,Excellent,Advanced,Strong,8,Calculative,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Intimidating,False
Norbanus Donatus,43,18,Germania,168,79,Secutor,9,4,Novice,Dagger,High,Superior,0.6479443366624751,Low,7.207911825409965,Excellent,Intermediate,Strong,13,Stoic,Good,Glory,Unemployed,Low,Aggressive,Medium,Charismatic,False
Petreius Sergius,21,109,Gaul,180,70,Provocator,3,1,Novice,Dagger,Low,Basic,0.4908926688513816,Low,1.0278588905900217,Poor,Intermediate,Moderate,4,Calculative,Excellent,Survival,Entertainer,High,Aggressive,Medium,Intimidating,False
Hilarianus Cicereius,34,93,Rome,165,87,Hoplomachus,9,1,Tactics,Dagger,Low,Basic,0.7964371452033672,Low,5.259297176576114,Poor,Expert,Strong,10,Calculative,Excellent,Wealth,Unemployed,Medium,Aggressive,Medium,Humble,True
Sedatius Marcus,22,189,Rome,180,114,Secutor,7,1,Agility,Dagger,High,Superior,0.5772546201808992,High,3.878737265009748,Excellent,Expert,Strong,8,Fearful,Excellent,Vengeance,Entertainer,Medium,Defensive,Medium,Charismatic,True
Faustus Publius,28,185,Thrace,185,75,Hoplomachus,4,1,Agility,Spear,Low,Basic,0.4787696548071079,Low,2.15681594763612,Poor,Advanced,Moderate,5,Stoic,Excellent,Survival,Laborer,Medium,Defensive,Medium,Charismatic,False
Brennus Blossius,38,22,Rome,172,82,Retiarius,4,0,Tactics,Net,Medium,Standard,0.5731896694755367,Low,4.500809769505247,Adequate,Advanced,Moderate,4,Aggressive,Good,Survival,Criminal,Low,Balanced,Medium,Charismatic,False
Cilnius Primitivus,36,185,Gaul,170,61,Thraex,10,4,Agility,Dagger,High,Superior,0.7371082447957626,Low,3.9812798958560167,Excellent,Expert,Strong,14,Calculative,Excellent,Survival,Entertainer,Medium,Balanced,Medium,Intimidating,True
Quintus Dacian,32,101,Gaul,183,55,Thraex,10,4,Novice,Sica (Curved Sword),Low,Basic,0.7481131207969065,High,4.378434562588216,Poor,Intermediate,Strong,14,Stoic,Good,Vengeance,Laborer,Medium,Aggressive,High,Flamboyant,True
Florian Fannius,26,120,Greece,175,92,Thraex,4,0,Tactics,Dagger,High,Superior,0.6900104261339786,Low,7.793838068935833,Excellent,Advanced,Strong,4,Fearful,Excellent,Glory,Laborer,Medium,Aggressive,High,Charismatic,True
Laronius Regulus,34,47,Thrace,171,74,Provocator,12,3,Tactics,Dagger,Low,Basic,0.941371513312247,High,3.7934177417990464,Poor,Expert,Strong,15,Calculative,Good,Survival,Laborer,Medium,Defensive,High,Humble,True
Iulius Sidonius,28,64,Gaul,168,92,Retiarius,5,1,Endurance,Net,Low,Basic,0.5990597904602273,Low,3.297179698244117,Poor,Advanced,Moderate,6,Aggressive,Excellent,Freedom,Criminal,Medium,Aggressive,Low,Intimidating,False
Sepullius Pettius,26,58,Germania,170,57,Thraex,5,1,Speed,Sica (Curved Sword),High,Superior,0.6055700390337255,Low,5.512030745640121,Excellent,Advanced,Strong,6,Calculative,Excellent,Survival,Unemployed,Low,Aggressive,Medium,Intimidating,False
Aulus Maecilius,38,25,Germania,172,82,Secutor,8,1,Novice,Gladius (Sword),Low,Basic,0.6550829888870731,Low,1.6367124601797025,Poor,Basic,Moderate,9,Stoic,Good,Vengeance,Entertainer,Medium,Balanced,Medium,Charismatic,False
Seneca Eborius,23,94,Numidia,185,90,Hoplomachus,5,1,Speed,Dagger,Medium,Standard,0.5466131904670585,Low,6.366962920667744,Adequate,Expert,Moderate,6,Aggressive,Excellent,Wealth,Criminal,Low,Balanced,Low,Intimidating,True
Cloelius Poppaedius,36,39,Thrace,176,99,Murmillo,13,2,Speed,Gladius (Sword),Medium,Standard,0.83785100840209,Low,1.0453316568280675,Adequate,Advanced,Strong,15,Stoic,Good,Survival,Laborer,Medium,Defensive,Medium,Flamboyant,True
Salinator Salvius,41,98,Gaul,177,74,Retiarius,9,2,Novice,Net,Low,Basic,0.8938307240283974,Low,1.9032334808898312,Poor,Basic,Strong,11,Stoic,Good,Glory,Entertainer,Medium,Balanced,High,Charismatic,False
Pacilius Numicius,42,225,Thrace,175,101,Thraex,10,2,Speed,Dagger,Low,Basic,0.8601443679474584,Low,3.2570268724766867,Poor,Expert,Strong,12,Stoic,Good,Glory,Laborer,Medium,Defensive,High,Flamboyant,True
Maximian Cassius,40,66,Thrace,170,92,Provocator,8,1,Novice,Gladius (Sword),High,Superior,0.6764346927640101,Low,6.111109380125426,Excellent,Intermediate,Strong,9,Calculative,Excellent,Freedom,Entertainer,Low,Aggressive,Medium,Charismatic,True
Octavenus Dacian,18,60,Greece,175,91,Thraex,2,0,Novice,Dagger,Low,Basic,0.46147523033239,Low,6.162756280151531,Poor,Intermediate,Moderate,2,Stoic,Excellent,Glory,Soldier,Medium,Balanced,Medium,Charismatic,False
Pius Zeno,24,126,Rome,183,97,Provocator,9,2,Strength,Dagger,High,Superior,0.7804599726885306,Low,2.4299168542116503,Excellent,Expert,Strong,11,Fearful,Excellent,Glory,Laborer,Low,Aggressive,Medium,Flamboyant,True
Lamponius Atilius,38,20,Thrace,173,83,Hoplomachus,7,5,Novice,Spear,Medium,Standard,0.4922606356297288,Low,1.0676560967595503,Adequate,Intermediate,Moderate,12,Calculative,Good,Wealth,Criminal,Medium,Balanced,Medium,Humble,False
Blaesus Crispinus,37,104,Rome,177,58,Provocator,10,2,Tactics,Gladius (Sword),Low,Basic,0.8431979040089961,Low,3.632432347613273,Poor,Expert,Strong,12,Fearful,Good,Wealth,Criminal,Medium,Balanced,Medium,Intimidating,True
Publicius Orbilius,21,144,Numidia,171,90,Secutor,6,1,Novice,Gladius (Sword),Medium,Standard,0.557931137967441,Low,4.895275623715395,Adequate,Intermediate,Moderate,7,Stoic,Excellent,Vengeance,Laborer,Medium,Balanced,Medium,Humble,False
Furius Flavius,19,115,Rome,171,82,Retiarius,6,1,Strength,Net,Medium,Standard,0.6733955124733721,High,5.597712156822723,Adequate,Advanced,Moderate,7,Calculative,Excellent,Survival,Soldier,Low,Aggressive,Low,Humble,False
Livius Albinus,33,150,Rome,158,71,Secutor,12,4,Speed,Gladius (Sword),High,Superior,0.900741959124255,Low,0.9356612232793736,Excellent,Advanced,Strong,16,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Low,Intimidating,False
Munatius Mallius,32,145,Gaul,169,81,Hoplomachus,9,1,Tactics,Dagger,Medium,Standard,0.7310865090453242,Low,1.0543057208095024,Adequate,Advanced,Strong,10,Stoic,Excellent,Vengeance,Unemployed,Medium,Balanced,Medium,Charismatic,False
Valentinian Felix,19,213,Germania,178,98,Retiarius,3,0,Novice,Net,Medium,Standard,0.3668836299598747,Low,8.198509004171795,Adequate,Intermediate,Moderate,3,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,False
Severian Mallius,36,85,Numidia,191,78,Thraex,15,3,Agility,Dagger,Low,Basic,0.8713793457853268,Low,2.6153720638034974,Poor,Expert,Strong,18,Calculative,Good,Survival,Entertainer,Low,Balanced,Medium,Intimidating,True
Maxentius Semellius,29,25,Gaul,172,82,Secutor,5,0,Speed,Dagger,Medium,Standard,0.6466845278548388,Low,4.2067090948035535,Adequate,Expert,Moderate,5,Calculative,Excellent,Freedom,Criminal,Low,Balanced,Low,Intimidating,True
Nasidius Nigidius,44,26,Germania,184,73,Thraex,5,2,Novice,Sica (Curved Sword),High,Superior,0.4982430561715095,Low,5.240933798371191,Excellent,Basic,Strong,7,Aggressive,Good,Glory,Unemployed,Low,Balanced,Medium,Humble,False
Tiberius Marian,20,39,Germania,171,103,Murmillo,9,1,Agility,Dagger,Low,Basic,0.9088635402340808,Low,6.519031894028302,Poor,Expert,Strong,10,Aggressive,Excellent,Glory,Criminal,High,Aggressive,Medium,Intimidating,True
Decentius Hostilius,37,59,Greece,178,72,Hoplomachus,14,4,Endurance,Dagger,Medium,Standard,0.8745045383626944,Low,4.8288348643111,Adequate,Expert,Strong,18,Calculative,Good,Freedom,Criminal,Medium,Balanced,Medium,Intimidating,True
Aemilius Quinctilius,24,104,Germania,173,102,Hoplomachus,5,1,Novice,Spear,High,Superior,0.6312195859155435,Low,4.089590352792905,Excellent,Intermediate,Strong,6,Stoic,Excellent,Wealth,Laborer,Low,Aggressive,High,Intimidating,False
Hilarianus Ravillius,31,19,Germania,174,75,Provocator,8,1,Tactics,Gladius (Sword),Medium,Standard,0.7133637931659593,Low,4.535320036608331,Adequate,Advanced,Strong,9,Calculative,Excellent,Glory,Criminal,Medium,Defensive,High,Flamboyant,True
Cassius Cornelius,36,79,Thrace,160,82,Hoplomachus,8,2,Novice,Dagger,Low,Basic,0.6596655150669327,Low,1.9372535974210667,Poor,Intermediate,Moderate,10,Calculative,Good,Glory,Unemployed,Medium,Balanced,Medium,Humble,False
Sulpicius Gabinius,20,87,Greece,187,89,Provocator,8,1,Novice,Dagger,High,Superior,0.6716603751802629,Low,4.751157757129383,Excellent,Basic,Strong,9,Fearful,Excellent,Glory,Soldier,Medium,Aggressive,Medium,Charismatic,True
Gallus Paelignus,32,144,Rome,188,110,Murmillo,10,2,Tactics,Dagger,Medium,Standard,0.8493638431493195,High,2.953006706290994,Adequate,Expert,Strong,12,Stoic,Good,Glory,Laborer,Medium,Balanced,Medium,Humble,True
Bonifacius Persius,44,73,Gaul,174,103,Provocator,12,1,Novice,Gladius (Sword),Medium,Standard,0.779405836543303,High,3.8124815313791536,Adequate,Intermediate,Strong,13,Calculative,Fair,Glory,Laborer,Medium,Balanced,Medium,Intimidating,True
Sidonius Sittius,35,172,Germania,184,61,Secutor,6,0,Novice,Dagger,High,Superior,0.6853926632661337,Low,7.790460859349989,Excellent,Intermediate,Strong,6,Stoic,Excellent,Freedom,Laborer,Low,Aggressive,Medium,Intimidating,True
Sergius Rullianus,35,183,Thrace,199,87,Murmillo,12,1,Novice,Dagger,Low,Basic,0.9650096574387108,High,3.142864817522511,Poor,Basic,Strong,13,Fearful,Good,Glory,Unemployed,Medium,Balanced,High,Intimidating,True
Lacerius Considius,44,199,Greece,180,74,Hoplomachus,9,4,Novice,Dagger,Low,Basic,0.7114875389205486,High,1.917226646437264,Poor,Intermediate,Strong,13,Stoic,Fair,Vengeance,Unemployed,Medium,Aggressive,Medium,Humble,False
Paternus Fabrinius,45,104,Thrace,185,73,Thraex,11,5,Novice,Dagger,Low,Basic,0.7697303336729815,Low,4.704389787687948,Poor,Intermediate,Strong,16,Calculative,Good,Wealth,Criminal,Medium,Balanced,Medium,Flamboyant,True
Burrienus Germanicus,41,9,Greece,187,63,Provocator,9,1,Strength,Dagger,Medium,Standard,0.840605913520694,Low,1.3499737885458232,Adequate,Expert,Strong,10,Stoic,Good,Survival,Criminal,Medium,Balanced,Medium,Intimidating,False
Mucius Iuventius,39,30,Thrace,177,76,Hoplomachus,6,1,Novice,Spear,Medium,Standard,0.6679019670951,Low,6.1883006032310375,Adequate,Basic,Moderate,7,Calculative,Good,Survival,Unemployed,Low,Balanced,Medium,Intimidating,False
Pomponius Junius,31,24,Gaul,178,86,Secutor,5,1,Novice,Gladius (Sword),High,Superior,0.5480558507991362,Low,10.008361490542052,Excellent,Intermediate,Strong,6,Stoic,Excellent,Glory,Entertainer,Medium,Balanced,High,Charismatic,False
Salinator Rufrius,42,122,Germania,160,70,Secutor,13,1,Novice,Dagger,Medium,Standard,0.902612896575312,High,1.5349017414371495,Adequate,Intermediate,Strong,14,Stoic,Fair,Survival,Entertainer,Medium,Balanced,High,Humble,True
Papinius Vibius,35,73,Numidia,183,95,Secutor,10,5,Strength,Gladius (Sword),High,Superior,0.6524892805150484,Low,1.8600579813062408,Excellent,Advanced,Strong,15,Stoic,Excellent,Freedom,Entertainer,Medium,Balanced,High,Charismatic,False
Terentius Numonius,34,36,Thrace,184,85,Hoplomachus,10,2,Novice,Dagger,Low,Basic,0.8471920246605599,Low,5.325289510222799,Poor,Intermediate,Strong,12,Aggressive,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Humble,True
Domitian Zeno,28,110,Germania,165,85,Hoplomachus,6,0,Speed,Spear,High,Superior,0.6460266527652123,Low,4.907943835292816,Excellent,Expert,Strong,6,Calculative,Excellent,Survival,Criminal,Medium,Aggressive,High,Charismatic,True
Ollius Albinus,25,208,Numidia,183,45,Hoplomachus,7,0,Tactics,Dagger,High,Superior,0.7561202390129897,Low,6.765971245318588,Excellent,Advanced,Strong,7,Fearful,Excellent,Survival,Laborer,Low,Aggressive,High,Charismatic,True
Vespasian Valerius,28,169,Rome,175,61,Retiarius,10,3,Agility,Net,Low,Basic,0.7714312150905186,Low,5.880518340659261,Poor,Advanced,Strong,13,Calculative,Excellent,Survival,Entertainer,Low,Balanced,Medium,Charismatic,True
Sempronius Maecilius,44,49,Gaul,162,80,Hoplomachus,13,3,Novice,Spear,Medium,Standard,0.8922946171428079,Low,5.666682882277526,Adequate,Intermediate,Strong,16,Calculative,Good,Glory,Unemployed,Medium,Balanced,Medium,Intimidating,True
Faustus Postumius,20,138,Germania,177,99,Murmillo,7,1,Endurance,Gladius (Sword),Low,Basic,0.6205768932874943,Low,6.904651577744531,Poor,Advanced,Moderate,8,Aggressive,Excellent,Freedom,Soldier,High,Aggressive,Low,Charismatic,True
Horatius Rebilus,21,144,Germania,188,70,Thraex,6,0,Endurance,Dagger,High,Superior,0.6533328999605281,Low,6.371951713464959,Excellent,Advanced,Strong,6,Calculative,Excellent,Vengeance,Soldier,Medium,Balanced,High,Intimidating,True
Marian Geta,25,29,Greece,163,78,Murmillo,5,0,Novice,Gladius (Sword),Medium,Standard,0.6833542043805205,Low,7.826941939015525,Adequate,Intermediate,Moderate,5,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,False
Numitorius Servius,21,69,Rome,191,86,Secutor,4,0,Speed,Dagger,High,Superior,0.6261220777646177,Low,6.526452283420097,Excellent,Expert,Strong,4,Aggressive,Excellent,Wealth,Soldier,Medium,Balanced,High,Charismatic,True
Petreius Betilienus,38,36,Thrace,167,95,Provocator,10,2,Endurance,Gladius (Sword),Low,Basic,0.7849211562190449,High,3.215002293206435,Poor,Advanced,Strong,12,Fearful,Fair,Survival,Entertainer,Medium,Aggressive,Medium,Intimidating,True
Paulinus Cordius,44,177,Thrace,180,63,Secutor,7,2,Agility,Dagger,Medium,Standard,0.7188040764404522,Low,6.843225022735428,Adequate,Expert,Strong,9,Stoic,Good,Survival,Unemployed,Low,Defensive,Medium,Humble,True
Vibius Florianus,22,65,Numidia,168,103,Retiarius,6,2,Endurance,Net,High,Superior,0.5625517361820673,Low,5.152175830589368,Excellent,Expert,Strong,8,Stoic,Excellent,Freedom,Unemployed,Medium,Aggressive,Low,Humble,True
Baebius Eutropius,38,196,Greece,184,79,Thraex,13,6,Endurance,Sica (Curved Sword),High,Superior,0.7649078360074802,Low,5.164579489415288,Excellent,Advanced,Strong,19,Fearful,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Charismatic,True
Nasidienus Hostilius,42,50,Gaul,158,72,Thraex,10,2,Strength,Sica (Curved Sword),Low,Basic,0.633732012637008,Low,1.079830346673798,Poor,Expert,Moderate,12,Aggressive,Good,Wealth,Criminal,Medium,Aggressive,Medium,Charismatic,False
Egnatius Matinius,19,40,Greece,184,80,Retiarius,9,5,Novice,Trident,High,Superior,0.6230992155430131,Low,8.935243656343944,Excellent,Basic,Strong,14,Stoic,Excellent,Survival,Soldier,Medium,Aggressive,High,Humble,True
Didius Camillius,32,140,Germania,172,109,Secutor,8,0,Endurance,Gladius (Sword),High,Superior,0.7918358168345949,Low,1.1211052630235436,Excellent,Advanced,Strong,8,Aggressive,Excellent,Freedom,Laborer,Medium,Defensive,Medium,Charismatic,True
Nasidienus Curtius,35,66,Gaul,173,81,Retiarius,7,2,Speed,Net,Medium,Standard,0.6306425150372806,Low,7.36295010051274,Adequate,Expert,Moderate,9,Aggressive,Excellent,Glory,Criminal,Low,Balanced,Medium,Intimidating,True
Terentius Fulvius,36,267,Rome,171,78,Secutor,10,3,Strength,Gladius (Sword),High,Superior,0.7808193577323684,Low,3.636980951011108,Excellent,Advanced,Strong,13,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,High,Humble,True
Silanus Sempronius,21,109,Greece,187,82,Secutor,5,2,Agility,Gladius (Sword),Medium,Standard,0.4735741636105898,Low,4.78312862090275,Adequate,Expert,Moderate,7,Calculative,Excellent,Glory,Entertainer,Medium,Balanced,Medium,Intimidating,False
Bonifacius Domitius,35,142,Thrace,169,103,Murmillo,13,2,Speed,Gladius (Sword),Low,Basic,0.8382904786203257,High,2.5698148344616865,Poor,Expert,Strong,15,Stoic,Good,Glory,Laborer,Low,Balanced,Medium,Charismatic,False
Betilienus Maximus,37,109,Germania,177,100,Murmillo,14,3,Novice,Dagger,High,Superior,0.9172090906777536,High,0.9681296285062644,Excellent,Intermediate,Strong,17,Stoic,Good,Survival,Criminal,Medium,Balanced,High,Flamboyant,False
Valentinian Genucius,39,129,Greece,173,80,Thraex,8,2,Novice,Dagger,Low,Basic,0.7274740183810793,Low,3.2855523820637407,Poor,Basic,Strong,10,Aggressive,Good,Glory,Unemployed,Medium,Balanced,Low,Intimidating,False
Caesennius Acilius,33,18,Thrace,203,75,Secutor,5,1,Tactics,Gladius (Sword),Medium,Standard,0.5835710737283226,Low,10.51141688677854,Adequate,Advanced,Moderate,6,Fearful,Excellent,Vengeance,Entertainer,Medium,Balanced,Medium,Intimidating,True
Claudius Volumnius,29,73,Gaul,174,92,Provocator,10,6,Agility,Gladius (Sword),High,Superior,0.5407156148611477,High,1.7961927340471575,Excellent,Advanced,Strong,16,Calculative,Excellent,Glory,Laborer,Medium,Aggressive,Medium,Humble,False
Laelius Rufius,35,69,Gaul,173,55,Retiarius,3,0,Novice,Net,Low,Basic,0.5462579663174976,Low,5.395084518860644,Poor,Basic,Moderate,3,Stoic,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Charismatic,False
Volumnius Antonius,27,166,Greece,164,93,Retiarius,8,3,Speed,Trident,High,Superior,0.5705170996349672,Low,3.938864865602049,Excellent,Advanced,Strong,11,Calculative,Excellent,Vengeance,Entertainer,Medium,Aggressive,High,Intimidating,True
Sergian Iunius,34,140,Greece,177,87,Murmillo,13,2,Speed,Gladius (Sword),Low,Basic,0.7988735172905492,Low,3.1072831706888424,Poor,Expert,Strong,15,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,High,Humble,True
Honorius Octavius,39,104,Greece,168,66,Hoplomachus,15,1,Strength,Dagger,Low,Basic,0.8321287633899607,High,1.2257197653253311,Poor,Advanced,Strong,16,Fearful,Fair,Vengeance,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Flavius Caninius,42,231,Numidia,174,82,Provocator,18,9,Agility,Dagger,Medium,Standard,0.8932056561604513,High,2.0428404958615523,Adequate,Expert,Strong,27,Stoic,Fair,Wealth,Entertainer,Medium,Aggressive,High,Humble,True
Aquillius Maecenas,28,260,Germania,174,80,Thraex,2,0,Novice,Dagger,Medium,Standard,0.4874389528356045,Low,4.37002448429607,Adequate,Intermediate,Moderate,2,Stoic,Excellent,Wealth,Unemployed,Medium,Balanced,Medium,Intimidating,False
Didius Cicero,30,42,Greece,175,74,Provocator,10,3,Agility,Gladius (Sword),Medium,Standard,0.6853137593753357,Low,1.0695020420229908,Adequate,Expert,Moderate,13,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,Medium,Humble,False
Aelius Tertius,24,73,Germania,176,60,Hoplomachus,8,0,Strength,Spear,Medium,Standard,0.8657350449811404,Low,5.137820568180601,Adequate,Expert,Strong,8,Fearful,Excellent,Survival,Laborer,Medium,Balanced,High,Intimidating,True
Gnaeus Fundanus,25,126,Rome,177,64,Retiarius,6,3,Endurance,Net,Medium,Standard,0.5177243487600083,Low,3.080235372228017,Adequate,Advanced,Moderate,9,Calculative,Excellent,Wealth,Entertainer,Low,Defensive,Medium,Intimidating,False
Cantilius Catius,28,164,Gaul,197,87,Secutor,11,2,Tactics,Gladius (Sword),Low,Basic,0.7489721753521502,Low,2.608187443222289,Poor,Expert,Strong,13,Aggressive,Excellent,Survival,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Crispinus Suetonius,23,120,Rome,191,63,Thraex,6,2,Novice,Dagger,High,Superior,0.5016865825884984,Low,5.843579799386585,Excellent,Intermediate,Strong,8,Fearful,Excellent,Survival,Entertainer,Medium,Balanced,High,Charismatic,True
Urbicus Lartius,40,170,Germania,192,84,Murmillo,7,3,Novice,Dagger,Medium,Standard,0.6611170792384082,High,3.172116681046499,Adequate,Intermediate,Moderate,10,Calculative,Fair,Survival,Unemployed,Low,Balanced,Medium,Intimidating,False
Urbicus Atilius,23,155,Germania,181,79,Secutor,6,0,Novice,Dagger,Medium,Standard,0.7502856765943998,Low,10.179976282533714,Adequate,Basic,Strong,6,Stoic,Excellent,Wealth,Laborer,High,Balanced,Medium,Intimidating,True
Valerius Nasidius,36,167,Germania,184,104,Murmillo,11,1,Tactics,Dagger,High,Superior,0.8921297275650113,Low,6.665229119171596,Excellent,Advanced,Strong,12,Stoic,Excellent,Freedom,Unemployed,Medium,Aggressive,Medium,Humble,True
Petreius Drusus,19,51,Thrace,183,82,Murmillo,5,1,Strength,Gladius (Sword),Medium,Standard,0.6922302153290933,Low,4.832255986511906,Adequate,Expert,Moderate,6,Calculative,Excellent,Survival,Criminal,Medium,Balanced,Low,Charismatic,False
Gordian Suetonius,44,19,Gaul,164,76,Hoplomachus,14,6,Tactics,Dagger,Medium,Standard,0.6485697019487908,High,1.0219565028252875,Adequate,Advanced,Moderate,20,Aggressive,Fair,Vengeance,Unemployed,Low,Balanced,Medium,Humble,False
